id,analysis_id,zone_id,zone_name,track_id,event_type,frame_number,timestamp_ms,position_x,position_y,created_at
event_66_70_2800,analysis_001,zone_polygon_2,polygon_2,66,enter,70,2800,1219,1047,2025-08-21T08:00:02.127150
event_2_83_3320,analysis_001,zone_polygon_2,polygon_2,2,exit,83,3320,1662,740,2025-08-21T08:00:03.347113
event_44_85_3400,analysis_001,zone_polygon_2,polygon_2,44,exit,85,3400,1200,344,2025-08-21T08:00:03.525621
event_72_85_3400,analysis_001,zone_polygon_1,polygon_1,72,enter,85,3400,383,553,2025-08-21T08:00:03.526541
event_33_86_3440,analysis_001,zone_polygon_2,polygon_2,33,enter,86,3440,1693,472,2025-08-21T08:00:03.615649
event_44_87_3480,analysis_001,zone_polygon_2,polygon_2,44,enter,87,3480,1200,345,2025-08-21T08:00:03.707078
event_13_88_3520,analysis_001,zone_polygon_1,polygon_1,13,enter,88,3520,602,528,2025-08-21T08:00:03.810338
event_44_88_3520,analysis_001,zone_polygon_2,polygon_2,44,exit,88,3520,1201,343,2025-08-21T08:00:03.812910
event_13_119_4760,analysis_001,zone_polygon_1,polygon_1,13,exit,119,4760,575,620,2025-08-21T08:00:07.233600
event_13_120_4800,analysis_001,zone_polygon_1,polygon_1,13,enter,120,4800,574,620,2025-08-21T08:00:07.342179
event_13_123_4920,analysis_001,zone_polygon_1,polygon_1,13,exit,123,4920,573,626,2025-08-21T08:00:07.687238
event_33_124_4960,analysis_001,zone_polygon_2,polygon_2,33,exit,124,4960,1631,367,2025-08-21T08:00:07.835318
event_28_125_5000,analysis_001,zone_polygon_1,polygon_1,28,enter,125,5000,581,493,2025-08-21T08:00:08.029408
event_77_126_5040,analysis_001,zone_polygon_1,polygon_1,77,enter,126,5040,419,554,2025-08-21T08:00:08.240987
event_11_146_5840,analysis_001,zone_polygon_2,polygon_2,11,enter,146,5840,1169,355,2025-08-21T08:00:11.815680
event_5_163_6520,analysis_001,zone_polygon_2,polygon_2,5,exit,163,6520,1096,374,2025-08-21T08:00:13.854989
event_28_181_7240,analysis_001,zone_polygon_1,polygon_1,28,exit,181,7240,548,654,2025-08-21T08:00:15.660150
event_54_198_7920,analysis_001,zone_polygon_2,polygon_2,54,exit,198,7920,1054,415,2025-08-21T08:00:17.305555
event_39_211_8440,analysis_001,zone_polygon_2,polygon_2,39,enter,211,8440,1014,666,2025-08-21T08:00:18.666671
event_91_214_8560,analysis_001,zone_polygon_1,polygon_1,91,enter,214,8560,464,534,2025-08-21T08:00:18.992418
event_66_229_9160,analysis_001,zone_polygon_2,polygon_2,66,exit,229,9160,1266,325,2025-08-21T08:00:20.443447
event_19_244_9760,analysis_001,zone_polygon_2,polygon_2,19,enter,244,9760,990,994,2025-08-21T08:00:21.901913
event_96_251_10040,analysis_001,zone_polygon_2,polygon_2,96,enter,251,10040,1428,1033,2025-08-21T08:00:22.584692
event_99_274_10960,analysis_001,zone_polygon_2,polygon_2,99,enter,274,10960,1543,993,2025-08-21T08:00:25.179213
event_110_294_11760,analysis_001,zone_polygon_2,polygon_2,110,enter,294,11760,1489,1049,2025-08-21T08:00:27.535216
event_113_297_11880,analysis_001,zone_polygon_2,polygon_2,113,enter,297,11880,1190,861,2025-08-21T08:00:27.821716
event_119_321_12840,analysis_001,zone_polygon_1,polygon_1,119,enter,321,12840,443,548,2025-08-21T08:00:30.136590
event_120_321_12840,analysis_001,zone_polygon_2,polygon_2,120,enter,321,12840,1076,723,2025-08-21T08:00:30.137014
event_121_321_12840,analysis_001,zone_polygon_2,polygon_2,121,enter,321,12840,1097,749,2025-08-21T08:00:30.137090
event_122_325_13000,analysis_001,zone_polygon_2,polygon_2,122,enter,325,13000,1464,1042,2025-08-21T08:00:30.533775
event_123_325_13000,analysis_001,zone_polygon_1,polygon_1,123,enter,325,13000,420,554,2025-08-21T08:00:30.533856
event_124_326_13040,analysis_001,zone_polygon_2,polygon_2,124,enter,326,13040,1190,1053,2025-08-21T08:00:30.619441
event_127_340_13600,analysis_001,zone_polygon_1,polygon_1,127,enter,340,13600,465,534,2025-08-21T08:00:32.256075
event_128_341_13640,analysis_001,zone_polygon_2,polygon_2,128,enter,341,13640,1605,626,2025-08-21T08:00:32.392810
