id,analysis_id,zone_id,zone_name,track_id,event_type,frame_number,timestamp_ms,position_x,position_y,created_at
event_1_1_40,analysis_001,zone_polygon_2,polygon_2,1,enter,1,40,1501,554,2025-08-20T21:27:06.083538
event_2_1_40,analysis_001,zone_polygon_2,polygon_2,2,enter,1,40,1481,399,2025-08-20T21:27:06.083774
event_4_1_40,analysis_001,zone_polygon_1,polygon_1,4,enter,1,40,292,521,2025-08-20T21:27:06.084074
event_5_1_40,analysis_001,zone_polygon_2,polygon_2,5,enter,1,40,1193,1015,2025-08-20T21:27:06.084776
event_21_1_40,analysis_001,zone_polygon_2,polygon_2,21,enter,1,40,1472,794,2025-08-20T21:27:06.086718
event_31_1_40,analysis_001,zone_polygon_1,polygon_1,31,enter,1,40,369,567,2025-08-20T21:27:06.087339
event_38_1_40,analysis_001,zone_polygon_1,polygon_1,38,enter,1,40,486,574,2025-08-20T21:27:06.088239
event_40_6_240,analysis_001,zone_polygon_1,polygon_1,40,enter,6,240,422,584,2025-08-20T21:27:07.788512
event_41_6_240,analysis_001,zone_polygon_2,polygon_2,41,enter,6,240,1174,552,2025-08-20T21:27:07.788635
event_44_11_440,analysis_001,zone_polygon_2,polygon_2,44,enter,11,440,1176,542,2025-08-20T21:27:08.309742
event_50_31_1240,analysis_001,zone_polygon_2,polygon_2,50,enter,31,1240,1176,479,2025-08-20T21:27:10.143436
event_4_44_1760,analysis_001,zone_polygon_1,polygon_1,4,exit,44,1760,253,671,2025-08-20T21:27:11.269295
event_54_44_1760,analysis_001,zone_polygon_2,polygon_2,54,enter,44,1760,1094,1042,2025-08-20T21:27:11.271947
event_56_46_1840,analysis_001,zone_polygon_2,polygon_2,56,enter,46,1840,1190,442,2025-08-20T21:27:11.433092
event_58_52_2080,analysis_001,zone_polygon_1,polygon_1,58,enter,52,2080,358,551,2025-08-20T21:27:11.943927
event_59_52_2080,analysis_001,zone_polygon_1,polygon_1,59,enter,52,2080,427,592,2025-08-20T21:27:11.944018
event_1_64_2560,analysis_001,zone_polygon_2,polygon_2,1,exit,64,2560,1626,819,2025-08-20T21:27:13.036854
event_64_65_2600,analysis_001,zone_polygon_2,polygon_2,64,enter,65,2600,1608,653,2025-08-20T21:27:13.134062
event_66_70_2800,analysis_001,zone_polygon_2,polygon_2,66,enter,70,2800,1219,1047,2025-08-20T21:27:13.565204
event_2_83_3320,analysis_001,zone_polygon_2,polygon_2,2,exit,83,3320,1662,740,2025-08-20T21:27:14.714924
event_44_85_3400,analysis_001,zone_polygon_2,polygon_2,44,exit,85,3400,1200,344,2025-08-20T21:27:14.888019
event_72_85_3400,analysis_001,zone_polygon_1,polygon_1,72,enter,85,3400,383,553,2025-08-20T21:27:14.889017
event_33_86_3440,analysis_001,zone_polygon_2,polygon_2,33,enter,86,3440,1693,472,2025-08-20T21:27:14.971494
event_44_87_3480,analysis_001,zone_polygon_2,polygon_2,44,enter,87,3480,1200,345,2025-08-20T21:27:15.058556
event_13_88_3520,analysis_001,zone_polygon_1,polygon_1,13,enter,88,3520,602,528,2025-08-20T21:27:15.144496
event_44_88_3520,analysis_001,zone_polygon_2,polygon_2,44,exit,88,3520,1201,343,2025-08-20T21:27:15.146100
event_13_119_4760,analysis_001,zone_polygon_1,polygon_1,13,exit,119,4760,575,620,2025-08-20T21:27:17.999509
event_13_120_4800,analysis_001,zone_polygon_1,polygon_1,13,enter,120,4800,574,620,2025-08-20T21:27:18.444359
event_13_123_4920,analysis_001,zone_polygon_1,polygon_1,13,exit,123,4920,573,626,2025-08-20T21:27:19.117406
event_33_124_4960,analysis_001,zone_polygon_2,polygon_2,33,exit,124,4960,1631,367,2025-08-20T21:27:19.220220
event_28_125_5000,analysis_001,zone_polygon_1,polygon_1,28,enter,125,5000,581,493,2025-08-20T21:27:19.324237
event_77_126_5040,analysis_001,zone_polygon_1,polygon_1,77,enter,126,5040,419,554,2025-08-20T21:27:19.422474
