id,analysis_id,zone_id,zone_name,track_id,event_type,frame_number,timestamp_ms,position_x,position_y,created_at
event_5_163_6520,analysis_001,zone_polygon_2,polygon_2,5,exit,163,6520,1096,374,2025-08-21T07:46:47.624491
event_28_181_7240,analysis_001,zone_polygon_1,polygon_1,28,exit,181,7240,548,654,2025-08-21T07:46:49.934011
event_54_198_7920,analysis_001,zone_polygon_2,polygon_2,54,exit,198,7920,1054,415,2025-08-21T07:46:53.559526
event_39_211_8440,analysis_001,zone_polygon_2,polygon_2,39,enter,211,8440,1014,666,2025-08-21T07:46:55.064742
event_91_214_8560,analysis_001,zone_polygon_1,polygon_1,91,enter,214,8560,464,534,2025-08-21T07:46:55.432696
event_66_229_9160,analysis_001,zone_polygon_2,polygon_2,66,exit,229,9160,1266,325,2025-08-21T07:46:57.066641
event_19_244_9760,analysis_001,zone_polygon_2,polygon_2,19,enter,244,9760,990,994,2025-08-21T07:46:58.878570
event_96_251_10040,analysis_001,zone_polygon_2,polygon_2,96,enter,251,10040,1428,1033,2025-08-21T07:47:00.231445
event_99_274_10960,analysis_001,zone_polygon_2,polygon_2,99,enter,274,10960,1543,993,2025-08-21T07:47:03.821382
event_110_294_11760,analysis_001,zone_polygon_2,polygon_2,110,enter,294,11760,1489,1049,2025-08-21T07:47:06.104455
event_113_297_11880,analysis_001,zone_polygon_2,polygon_2,113,enter,297,11880,1190,861,2025-08-21T07:47:07.075206
event_119_321_12840,analysis_001,zone_polygon_1,polygon_1,119,enter,321,12840,443,548,2025-08-21T07:47:10.421319
event_120_321_12840,analysis_001,zone_polygon_2,polygon_2,120,enter,321,12840,1076,723,2025-08-21T07:47:10.422190
event_121_321_12840,analysis_001,zone_polygon_2,polygon_2,121,enter,321,12840,1097,749,2025-08-21T07:47:10.422360
event_122_325_13000,analysis_001,zone_polygon_2,polygon_2,122,enter,325,13000,1464,1042,2025-08-21T07:47:10.890202
event_123_325_13000,analysis_001,zone_polygon_1,polygon_1,123,enter,325,13000,420,554,2025-08-21T07:47:10.890293
event_124_326_13040,analysis_001,zone_polygon_2,polygon_2,124,enter,326,13040,1190,1053,2025-08-21T07:47:11.013539
event_127_340_13600,analysis_001,zone_polygon_1,polygon_1,127,enter,340,13600,465,534,2025-08-21T07:47:12.721408
event_128_341_13640,analysis_001,zone_polygon_2,polygon_2,128,enter,341,13640,1605,626,2025-08-21T07:47:12.814760
