id,analysis_id,zone_id,zone_name,track_id,event_type,frame_number,timestamp_ms,position_x,position_y,created_at
event_1_1_40,analysis_001,zone_polygon_2,polygon_2,1,enter,1,40,1501,554,2025-08-21T07:46:24.426343
event_2_1_40,analysis_001,zone_polygon_2,polygon_2,2,enter,1,40,1481,399,2025-08-21T07:46:24.426544
event_4_1_40,analysis_001,zone_polygon_1,polygon_1,4,enter,1,40,292,521,2025-08-21T07:46:24.426781
event_5_1_40,analysis_001,zone_polygon_2,polygon_2,5,enter,1,40,1193,1015,2025-08-21T07:46:24.426954
event_21_1_40,analysis_001,zone_polygon_2,polygon_2,21,enter,1,40,1472,794,2025-08-21T07:46:24.428128
event_31_1_40,analysis_001,zone_polygon_1,polygon_1,31,enter,1,40,369,567,2025-08-21T07:46:24.431199
event_38_1_40,analysis_001,zone_polygon_1,polygon_1,38,enter,1,40,486,574,2025-08-21T07:46:24.433837
event_40_6_240,analysis_001,zone_polygon_1,polygon_1,40,enter,6,240,422,584,2025-08-21T07:46:24.898632
event_41_6_240,analysis_001,zone_polygon_2,polygon_2,41,enter,6,240,1174,552,2025-08-21T07:46:24.898752
event_44_11_440,analysis_001,zone_polygon_2,polygon_2,44,enter,11,440,1176,542,2025-08-21T07:46:25.283573
event_50_31_1240,analysis_001,zone_polygon_2,polygon_2,50,enter,31,1240,1176,479,2025-08-21T07:46:26.771115
event_4_44_1760,analysis_001,zone_polygon_1,polygon_1,4,exit,44,1760,253,671,2025-08-21T07:46:27.739674
event_54_44_1760,analysis_001,zone_polygon_2,polygon_2,54,enter,44,1760,1094,1042,2025-08-21T07:46:27.742584
event_56_46_1840,analysis_001,zone_polygon_2,polygon_2,56,enter,46,1840,1190,442,2025-08-21T07:46:27.902326
event_58_52_2080,analysis_001,zone_polygon_1,polygon_1,58,enter,52,2080,358,551,2025-08-21T07:46:28.456470
event_59_52_2080,analysis_001,zone_polygon_1,polygon_1,59,enter,52,2080,427,592,2025-08-21T07:46:28.456561
event_1_64_2560,analysis_001,zone_polygon_2,polygon_2,1,exit,64,2560,1626,819,2025-08-21T07:46:29.893178
event_64_65_2600,analysis_001,zone_polygon_2,polygon_2,64,enter,65,2600,1608,653,2025-08-21T07:46:29.994832
event_66_70_2800,analysis_001,zone_polygon_2,polygon_2,66,enter,70,2800,1219,1047,2025-08-21T07:46:30.510397
event_2_83_3320,analysis_001,zone_polygon_2,polygon_2,2,exit,83,3320,1662,740,2025-08-21T07:46:33.064190
event_44_85_3400,analysis_001,zone_polygon_2,polygon_2,44,exit,85,3400,1200,344,2025-08-21T07:46:33.327410
event_72_85_3400,analysis_001,zone_polygon_1,polygon_1,72,enter,85,3400,383,553,2025-08-21T07:46:33.328661
event_33_86_3440,analysis_001,zone_polygon_2,polygon_2,33,enter,86,3440,1693,472,2025-08-21T07:46:33.434344
event_44_87_3480,analysis_001,zone_polygon_2,polygon_2,44,enter,87,3480,1200,345,2025-08-21T07:46:33.586945
event_13_88_3520,analysis_001,zone_polygon_1,polygon_1,13,enter,88,3520,602,528,2025-08-21T07:46:33.699897
event_44_88_3520,analysis_001,zone_polygon_2,polygon_2,44,exit,88,3520,1201,343,2025-08-21T07:46:33.701545
event_13_119_4760,analysis_001,zone_polygon_1,polygon_1,13,exit,119,4760,575,620,2025-08-21T07:46:39.046875
event_13_120_4800,analysis_001,zone_polygon_1,polygon_1,13,enter,120,4800,574,620,2025-08-21T07:46:39.325454
event_13_123_4920,analysis_001,zone_polygon_1,polygon_1,13,exit,123,4920,573,626,2025-08-21T07:46:40.339972
event_33_124_4960,analysis_001,zone_polygon_2,polygon_2,33,exit,124,4960,1631,367,2025-08-21T07:46:40.689000
event_28_125_5000,analysis_001,zone_polygon_1,polygon_1,28,enter,125,5000,581,493,2025-08-21T07:46:40.966501
event_77_126_5040,analysis_001,zone_polygon_1,polygon_1,77,enter,126,5040,419,554,2025-08-21T07:46:41.199417
event_11_146_5840,analysis_001,zone_polygon_2,polygon_2,11,enter,146,5840,1169,355,2025-08-21T07:46:44.859338
