id,analysis_id,line_id,line_name,track_id,direction,frame_number,timestamp_ms,position_x,position_y,class_name,confidence,created_at
crossing_1_2_80,analysis_001,line_entrada_principal,line_principal,1,left_to_right,2,80,1504,561,person,0.7230562,2025-08-25T23:37:10.081012
crossing_2_38_1520,analysis_001,line_entrada_principal,line_principal,2,left_to_right,38,1520,1550,525,person,0.7714252,2025-08-25T23:37:14.118876
crossing_5_41_1640,analysis_001,line_entrada_principal,line_principal,5,right_to_left,41,1640,1134,824,person,0.75762725,2025-08-25T23:37:14.380280
crossing_7_45_1800,analysis_001,line_entrada_principal,line_principal,7,left_to_right,45,1800,1868,295,person,0.49695092,2025-08-25T23:37:14.753570
crossing_36_62_2480,analysis_001,line_entrada_principal,line_principal,36,left_to_right,62,2480,1799,345,person,0.45841452,2025-08-25T23:37:16.333068
crossing_54_78_3120,analysis_001,line_entrada_principal,line_principal,54,right_to_left,78,3120,1044,888,person,0.7398842,2025-08-25T23:37:18.006664
crossing_33_100_4000,analysis_001,line_entrada_principal,line_principal,33,right_to_left,100,4000,1670,432,person,0.70061314,2025-08-25T23:37:20.089023
crossing_46_103_4120,analysis_001,line_entrada_principal,line_principal,46,left_to_right,103,4120,1803,344,person,0.76668555,2025-08-25T23:37:20.639796
crossing_67_105_4200,analysis_001,line_entrada_principal,line_principal,67,right_to_left,105,4200,1898,274,person,0.36969867,2025-08-25T23:37:20.970540
crossing_66_126_5040,analysis_001,line_entrada_principal,line_principal,66,right_to_left,126,5040,1250,738,person,0.7696064,2025-08-25T23:37:23.256883
crossing_12_194_7760,analysis_001,line_entrada_principal,line_principal,12,right_to_left,194,7760,1785,354,person,0.41521415,2025-08-25T23:37:30.884055
crossing_19_230_9200,analysis_001,line_entrada_principal,line_principal,19,right_to_left,230,9200,989,930,person,0.8171202,2025-08-25T23:37:35.289933
crossing_11_257_10280,analysis_001,line_entrada_principal,line_principal,11,right_to_left,257,10280,1253,739,person,0.7626362,2025-08-25T23:37:40.176553
crossing_74_258_10320,analysis_001,line_entrada_principal,line_principal,74,right_to_left,258,10320,1884,285,person,0.23610817,2025-08-25T23:37:40.557569
crossing_39_261_10440,analysis_001,line_entrada_principal,line_principal,39,right_to_left,261,10440,1049,890,person,0.68960613,2025-08-25T23:37:41.577177
crossing_96_303_12120,analysis_001,line_entrada_principal,line_principal,96,right_to_left,303,12120,1140,816,person,0.56853133,2025-08-25T23:37:48.351781
