id,analysis_id,zone_id,zone_name,track_id,event_type,frame_number,timestamp_ms,position_x,position_y,class_name,confidence,created_at
event_90_208_8320,analysis_001,zone_entrada_principal,polygon_principal,90,enter,208,8320,234,137,person,0.42407623,2025-08-25T23:34:34.528424
event_54_211_8440,analysis_001,zone_zona_restriccion,polygon_restriccion,54,exit,211,8440,1047,379,person,0.5644733,2025-08-25T23:34:34.979495
event_91_214_8560,analysis_001,zone_entrada_principal,polygon_principal,91,enter,214,8560,464,534,person,0.31031805,2025-08-25T23:34:35.406866
event_39_222_8880,analysis_001,zone_zona_restriccion,polygon_restriccion,39,enter,222,8880,1023,717,person,0.66737014,2025-08-25T23:34:36.690827
event_66_229_9160,analysis_001,zone_zona_restriccion,polygon_restriccion,66,exit,229,9160,1266,325,person,0.71262896,2025-08-25T23:34:38.115377
event_39_231_9240,analysis_001,zone_zona_restriccion,polygon_restriccion,39,exit,231,9240,1034,751,person,0.72484165,2025-08-25T23:34:38.347026
event_11_255_10200,analysis_001,zone_zona_restriccion,polygon_restriccion,11,exit,255,10200,1251,732,person,0.81366235,2025-08-25T23:34:41.114047
event_119_321_12840,analysis_001,zone_entrada_principal,polygon_principal,119,enter,321,12840,443,548,person,0.10654169,2025-08-25T23:34:48.856781
event_120_321_12840,analysis_001,zone_zona_restriccion,polygon_restriccion,120,enter,321,12840,1076,723,person,0.4647781,2025-08-25T23:34:48.859934
event_96_322_12880,analysis_001,zone_zona_restriccion,polygon_restriccion,96,enter,322,12880,1082,740,person,0.6152639,2025-08-25T23:34:48.973923
event_123_325_13000,analysis_001,zone_entrada_principal,polygon_principal,123,enter,325,13000,420,554,person,0.38379166,2025-08-25T23:34:49.316634
event_107_327_13080,analysis_001,zone_entrada_principal,polygon_principal,107,enter,327,13080,32,415,person,0.529715,2025-08-25T23:34:49.556388
event_107_339_13560,analysis_001,zone_entrada_principal,polygon_principal,107,exit,339,13560,37,441,person,0.55427736,2025-08-25T23:34:50.974716
event_127_340_13600,analysis_001,zone_entrada_principal,polygon_principal,127,enter,340,13600,465,534,person,0.31638318,2025-08-25T23:34:51.101562
