id,analysis_id,frame_number,timestamp_ms,track_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,created_at
detection_1_1_40,analysis_001,1,40,1,person,0.8072,1459,469,1544,640,1501,554,2025-08-24T00:10:54.132200
detection_2_1_40,analysis_001,1,40,2,person,0.7892,1446,319,1516,480,1481,399,2025-08-24T00:10:54.147356
detection_3_1_40,analysis_001,1,40,3,person,0.7729,664,649,744,850,704,749,2025-08-24T00:10:54.149493
detection_4_1_40,analysis_001,1,40,4,person,0.7686,259,434,326,609,292,521,2025-08-24T00:10:54.151470
detection_5_1_40,analysis_001,1,40,5,person,0.7548,1141,950,1245,1080,1193,1015,2025-08-24T00:10:54.153372
detection_6_1_40,analysis_001,1,40,6,person,0.7518,749,450,822,620,785,535,2025-08-24T00:10:54.155580
detection_7_1_40,analysis_001,1,40,7,person,0.7290,1794,144,1850,271,1822,207,2025-08-24T00:10:54.157145
detection_8_1_40,analysis_001,1,40,8,person,0.6932,1200,126,1255,265,1227,195,2025-08-24T00:10:54.159835
detection_9_1_40,analysis_001,1,40,9,person,0.6346,198,44,266,160,232,102,2025-08-24T00:10:54.161647
detection_10_1_40,analysis_001,1,40,10,person,0.6245,709,241,764,386,736,313,2025-08-24T00:10:54.163653
detection_11_1_40,analysis_001,1,40,11,person,0.6055,1091,45,1133,147,1112,96,2025-08-24T00:10:54.165264
detection_12_1_40,analysis_001,1,40,12,person,0.5942,1674,11,1727,140,1700,75,2025-08-24T00:10:54.166797
detection_13_1_40,analysis_001,1,40,13,person,0.5721,566,271,628,404,597,337,2025-08-24T00:10:54.168856
detection_14_1_40,analysis_001,1,40,14,person,0.5630,892,93,930,210,911,151,2025-08-24T00:10:54.170308
detection_15_1_40,analysis_001,1,40,15,person,0.5594,1615,16,1654,127,1634,71,2025-08-24T00:10:54.171486
detection_16_1_40,analysis_001,1,40,16,person,0.5389,89,128,144,252,116,190,2025-08-24T00:10:54.173237
detection_17_1_40,analysis_001,1,40,17,person,0.5383,1163,151,1213,279,1188,215,2025-08-24T00:10:54.174828
detection_18_1_40,analysis_001,1,40,18,person,0.5316,854,72,894,196,874,134,2025-08-24T00:10:54.176636
detection_19_1_40,analysis_001,1,40,19,person,0.5222,925,174,979,306,952,240,2025-08-24T00:10:54.178651
detection_20_1_40,analysis_001,1,40,20,person,0.5090,798,75,844,202,821,138,2025-08-24T00:10:54.180510
detection_21_1_40,analysis_001,1,40,21,person,0.5062,1419,702,1525,886,1472,794,2025-08-24T00:10:54.181758
detection_1_2_80,analysis_001,2,80,1,person,0.7231,1463,477,1546,646,1504,561,2025-08-24T00:10:54.299753
detection_2_2_80,analysis_001,2,80,2,person,0.7682,1450,321,1519,483,1484,402,2025-08-24T00:10:54.302303
detection_3_2_80,analysis_001,2,80,3,person,0.7692,670,641,744,834,707,737,2025-08-24T00:10:54.303765
detection_4_2_80,analysis_001,2,80,4,person,0.7049,256,441,326,609,291,525,2025-08-24T00:10:54.304882
detection_5_2_80,analysis_001,2,80,5,person,0.8194,1139,942,1242,1079,1190,1010,2025-08-24T00:10:54.305952
detection_6_2_80,analysis_001,2,80,6,person,0.7029,754,444,823,605,788,524,2025-08-24T00:10:54.306937
detection_7_2_80,analysis_001,2,80,7,person,0.6813,1794,146,1851,275,1822,210,2025-08-24T00:10:54.308060
detection_8_2_80,analysis_001,2,80,8,person,0.6815,1201,120,1255,260,1228,190,2025-08-24T00:10:54.309233
detection_9_2_80,analysis_001,2,80,9,person,0.6953,203,41,265,156,234,98,2025-08-24T00:10:54.310446
detection_10_2_80,analysis_001,2,80,10,person,0.5227,710,238,763,377,736,307,2025-08-24T00:10:54.311494
detection_11_2_80,analysis_001,2,80,11,person,0.6171,1090,46,1134,150,1112,98,2025-08-24T00:10:54.313077
detection_22_2_80,analysis_001,2,80,22,person,0.5540,35,796,140,991,87,893,2025-08-24T00:10:54.314189
detection_12_2_80,analysis_001,2,80,12,person,0.5411,1675,10,1727,141,1701,75,2025-08-24T00:10:54.316050
detection_14_2_80,analysis_001,2,80,14,person,0.5186,892,85,934,206,913,145,2025-08-24T00:10:54.317744
detection_15_2_80,analysis_001,2,80,15,person,0.5514,1615,16,1655,127,1635,71,2025-08-24T00:10:54.318614
detection_17_2_80,analysis_001,2,80,17,person,0.5529,1164,150,1213,278,1188,214,2025-08-24T00:10:54.319806
detection_18_2_80,analysis_001,2,80,18,person,0.5470,853,70,894,195,873,132,2025-08-24T00:10:54.321333
